WKI_WorkItemNumber,WKI_Status,WKI_Summary,WKI_SystemCreateTimeUtc,FH_CompletionStatement,P9_Status,P9_ActualDate,P9_Description,P9_Type,CodingTime,details,Classification,Explanation,product_area_raw,product_area_canonical,product_candidate,feature_description
WI00942295,CLS,[EAD][UI] Rename Registry root element & Service Task Product Area,25-07-2025 12:51,Publish,CLS,07-10-2025,Publish Update Note,DEP,NULL,"AI4 26-Aug-25 18:04 GMT+10:00:   Registry and corresponding tests (concerned code mainly within eAdaptorRegistry) can easily be changed to be under a different category, or have a different name. Additional vairble names, such as category names will also be changed accordingly to ensure consistent code style.    ADP 25-Jul-25 22:50 GMT+10:00:   1. In Registry, rename Registry root element from ""eServices"" to ""EDI Messaging""  See screenshots attached    2. In Service Tasks, rename Product Area value from ""ESV"" (code) ""eServices"" (Description)  to ""EDM"" (code) ""EDI Messaging"" (Description)  See screenshots attached    XC 04-Aug-25 13:15 GMT+10:00:   In addition  HYPERLINK ""edient:Command=ShowStorageDoc&BusinessEntityPK=9ac1aa27-4b6a-4194-a0e6-a0218cb6bace&StorageDocPK=2222c63d-a6fb-45e3-9163-9b41e86e08a2&Domain=wtg.zone&Instance=ediProd&Hash=%2bmj0CtCQ5ykGwiwjigXB4Wvxqp%2fbmkDAS"" XC 04-Aug-25 13:15:  File UXML parallel processing registry.jpg (Internal Correspondence) group the registry items outlined in the screenshot  and put them under a sub tree called ""Parallel Processing""    XC 17-Sep-25 10:29 GMT+10:00: everything required in this WI are supposed to be purely UI display change, no backend change  requirements:  - rename 'eServices' in UI in registry to 'EDI Messaging'  - group all universal xml parallel processing related registry items under a separate sub tree  - rename Product Area 'eServices' in Service Task module UI to 'EDI Messaging' leave the code as is, only change description.  ",minor,Cosmetic text or caption update,,,[EAD][UI] Rename Registry root element & Service Task Product Area,
WI00909002,CLS,AM:(ESC) Change LoadArchiveSet from SQL to C#,14-05-2025 8:12,Publish,CLS,20-10-2025,Publish Update Note,DEP,NULL,"KGG 14-Oct-25 09:22 GMT+11:00:   !!Please read before funcitonal testing!!  I've organised each of the archive systems for testing into individual workflows, and each of these functional review workflows run simultaneously  Please take care not to accidentally put your tasks in another workflow, that includes being careful of sequence numbers spilling over  All of the review workflows are prerequisites to the check-in so please ensure that you have closed all of the tasks in your workflow once you have completed testing  If the archive system has already been tested, please cancel the review task and leave a note in the task description    KGG 14-May-25 18:11 GMT+10:00:   Currently, we do not have the ability to apply filters to related records loaded as part of an archive set. The easiest way to remedy this is to stop loading archive sets in the stored procedure and, instead, load the archive sets in C# code itself.    DONE = all MainArchiveableFilters the same formatting as the JobHeaderArchiveableFilter (broken up into individual filters)  DONE = Switch all archive systems (except HAR, PAR, DOT, and all MAI systems like RED, PAL and PDE) using the LoadArchiveSet stored procedure     First coding workflow: change all the MainArchiveableFilters so they match JobHeaderArchiveableFilter 's formatting (except HAR)  Second coding workflow: Switch archive systems (except HAR, PAR, DOT, and all MAI systems like RED, PAL and PDE) to load archive sets in code instead of in SQL    Sharepoint progress page: https://wisetechglobal.sharepoint.com/sites/ArchiveManager/Lists/Progress%20Page/DispForm.aspx?ID=2    KGG 04-Sep-25 12:40 GMT+10:00:   Handing over to Aiden (A05) as I'm going on leave. At the time of writing this, it's been undergoing an extensive sanity check for approximately the last 2 days to ensure performance has been maintained. Once the sanity check has passed, it's ready for a regression test. All archive systems (except HAR, PAL, and RED) are affected by these changes. What needs to be functionally tested are that the same sets are loaded/skipped. ",,,AM,Archive Manager,(ESC) Change LoadArchiveSet from SQL to C#,
WI00898985,CLS,allow TRN message to be sent for Air AMS,17-04-2025 16:04,Publish,CLS,05-08-2025,Publish Update Note,DEP,NULL,see eDocs.,minor,Minor tweak to existing behaviour,,,allow TRN message to be sent for Air AMS,
WI00833092,CLS,Deletion of RefDeliveryDayMap,21-11-2024 4:08,Publish,CLS,17-12-2024,Publish Update Note,DEP,NULL,"CST 21-Nov-24 15:08 GMT+11:00:  See attached incident for more details.  And this would probably require a TAN rather than a UPN.    Detailed Build Design:  This module was made accessible to developers only in 02-Feb-2009 WI00014858.  Therefore the chance that any client is using it or even knows what it is is exactly 0% and we can remove it without any cleanup needed.  We could archive attached eDocs, Notes, Logs and the values of the bizo itself on related branch, but I don't see the point as none of this would have been visible to clients for 2.5 decades (!).  There is one thing we may need a transform for - removing 'RefDeliveryDayMap' from the uberfactory cached tables (SystemDataRegistry.cs). Not sure what happens if a cached table literally doesn't exist anymore.    TST 02-Dec-24 16:38 GMT+11:00: Transform not needed as having an illegal table in CachedTables is OK (we just use for HashMap.Contains, we never iterate it)  One thing I didn't delete is translations in Resources.xml files. Not sure if this is necessary but would need automation as there's too many of them.",,,,,Deletion of RefDeliveryDayMap,
WI00865638,CLS,EU NCTS5 - Add Manual Closure menu item,07-02-2025 11:53,Publish UPN,CLS,25-08-2025,Publish Update Note,DEP,NULL,"Done: Manual Closure menu item has been added to NCTS Departure.    Link to Design: https://wisetechglobal.sharepoint.com/:w:/r/sites/DevelopmentCustomsTeam/Shared%20Documents/EU/IE/NCTS/Incoming%20Messages/EU%20NCTS%20P5%20%E2%80%93%20Add%20Manual%20Closure%20menu%20item.docx?d=wa575380fd1274d9998cf923e8de1ec66&csf=1&web=1&e=hG8dqy    SNR 07-Feb-25 11:52 GMT+00:00: Based on Brendon'e email, add a new menu item 'Manual Closure' (possibly in EU- need to check) to allow a user to change the entry status with security rights.",major,New or updated regulatory framework,,,EU NCTS5,Add Manual Closure menu item
WI00884936,CLS,TW[CUS][DEF] EXP IMP Document - Goods Location Description,18-03-2025 6:23,Investigation & Fix (Manually Patch GP2 1),CLS,26-05-2025,Publish Update Note,DEP,NULL,"SCN 18-Mar-25 17:15 GMT+08:00:   spec : https://wisetechglobal.sharepoint.com/:w:/r/sites/DevelopmentCustomsTeam/Shared%20Documents/JP%20CN%20TW/TW/Work%20Items/WI00884936%20-%20TW%5BCUS%5D%5BDEF%5D%20EXP%20IMP%20Document%20-%20Goods%20Location%20Description/WI00884936%20-%20TW%5BCUS%5D%5BDEF%5D%20EXP%20IMP%20Document%20-%20Location%20Description.docx?d=wdbe22e5c56c54745ba3407ff6273174b&csf=1&web=1&e=CdVB2b    UPN:  HYPERLINK ""edient:Command=ShowStorageDoc&BusinessEntityPK=bf104e5b-147a-49e8-a210-827109b5e9b9&StorageDocPK=f407d168-4f3e-425f-a9b8-2de8eb4d9754&Domain=wtg.zone&Instance=ediProd&Hash=%2bRFqIrNySSW%2bIJEoxEAewuQGDvwWtjvPz"" CSY 22-May-25 09:51:  File WI00884936 - TW[CUS][DEF] EXP IMP Document - Goods Location Description.docx (Update Notes)",,,,,TW[CUS][DEF] EXP IMP Document,Goods Location Description
WI00900076,CLS,[URS] missing inland tagged value causing trade service not found,22-04-2025 15:47,Publish,CLS,30-04-2025,Publish Update Note,DEP,NULL,"make amend recognized new inland tagged values  in response to trade service not found issue, caused by missing tagged value.    during debug, found that Trade Service with provider key 78713962 is identified as match for Trade Service with provider key 75292474. That is why new trade service from user update wasn't inserted.    HYPERLINK ""edient:Command=ShowStorageDoc&BusinessEntityPK=bf25460e-5cb6-44ed-958d-8f92494302fa&StorageDocPK=b7808d4c-06e2-4b53-9265-2fec071109e3&Domain=wtg.zone&Instance=ediProd&ServerName=ediprod.db.wtg.zone&DatabaseName=ediprod&Hash=%2bhV6QH4Fx6qByhwaXTFKyWGuvvdMRWls5"" YZ 22-Apr-25 16:32:  File 929f74bff9cf469ca783830a1ef41cbb.jpg (Attachment) added to eDocs tab.    There should be change for both amend and query    first commit of the pr would be amend only,    will work on the query side once confirmed amend part change.",,,,,[URS] missing inland tagged value causing trade service not found,
WI00946604,CLS,DE IPR - Serial Number on IPR Suppl. Declaration - add new rule code for Auth.,05-08-2025 6:56,Publish REQ003,CLS,28-08-2025,Publish Update Note,DEP,NULL,"CFX 05-Aug-25 08:55 GMT+02:00:     Done Statement:  The serial number is transmitted to customs in the supplementary declaration IPR instead of the Product Code.    Specification:  HYPERLINK ""https://wisetechglobal.sharepoint.com/:w:/s/DevelopmentCustomsTeam/ESA1ZaWRj_FNlAfks-4B3UcBZPwJMa9k9f38pzb9i-Jfhw?e=HzQJy6"" WI00946604 – DE IPR - Serial Number on IPR Suppl. Declaration - add new rule code for Auth.docx  ",,,,,DE IPR,Serial Number on IPR Suppl. Declaration - add new rule code for Auth.
WI00917525,CLS,IOM [UPS MVP] - From a CLL record I can create a container manifest Document,03-06-2025 3:01,Publish,CLS,16-10-2025,Publish Update Note,DEP,NULL,"LGN 10-Sep-25 12:01 GMT+10:00:   Proposed changes:  1. Locating new Document menu  Go to CW1 > Container Load List > Documents and click Customise menu, create a new document ""Container Load List Manifest"" as per https://github.com/WiseTechGlobal/CargoWise.Wiki.Archive/blob/master/CargoWise-Wiki/Documents-%26-Reports/Adding-new-System-defined-Document-Menu.md  To view the Container Load List module, you have to enable Advanced Order Manager with Feature Control Management, following the guide below: https://github.com/WiseTechGlobal/CargoWise.Wiki.Archive/blob/740fa8acc7f215e872a1049b99ffd4d967be6b1f/CargoWise-Wiki/International/Order-Manager/Knowledge-Share/Feature-Control-Code-necessary-for-Advanced-Order-Manager.md    2. Adding docstrips  Following the latest HLD HYPERLINK ""edient:Command=ShowStorageDoc&BusinessEntityPK=ba9a6f9e-388b-4730-aa83-28b8e438efc2&StorageDocPK=c21cbc2a-c4c3-4e90-a4d3-6a6d4ae41612&Domain=wtg.zone&Instance=ediProd&Hash=%2b0YV0lYmhLotfGwMhflURWcqzYOs5cYOy"" LGN 10-Sep-25 15:58: File WI00917525_V2 Identify Requirements Design Document CLL Manifest.xlsx (High Level Design)  we will have to create and use existing Docstrips for the document as per  https://github.com/WiseTechGlobal/CargoWise.Wiki.Archive/blob/master/CargoWise-Wiki/Documents-%26-Reports/Adding-new-DocStrips-in-DocBuilder-System-Document-Element.md:  Additionally, to use existing docstrips, copying the active system defined docstrips over from another module is most likely needed as there are no documents that currently exist for Container Load List.  Make note to check that the docwrappers for these existing docStrips work in the new Container Load List module.   From the CommonContainerLoadList, you follow the relationships as following to display the : CommonContainerLoadList.LoadListLines, ContainerLoadListLine.Container, CommonContainer.Consol      HYPERLINK ""https://ediprod.cw.wisetechglobal.com/link/ShowEditForm/WorkItem/68b08e5d-0b1a-427a-92a1-b1a2ca0ba1a5"" WI00914361 - IOM [UPS MVP] - SBK create Booking Confirmation (Sys doc elements) can be used as a reference for this WI as the majority of it has been completed.  -----------------------------------------------------------------------------------------------------------    Using the doc builder functionality the required system design element and basic form are available from the CLL record to create a manifest of the final loading done by the supplier. Essentially a container manifest of what was packed.    (no sample given by UPS we could request or design as flexible doc strips)    CLL - Container load list for FCL  Effectively this is like the Booking Confirmation - but from the actual load plan records.  Ensure you can see the load by container.    Need learning material / Rough picture of what is required    ASL 01-Sep-25 10:44 GMT+10:00: Some points to clarify here:    1. UPS do not need both a landscape & portrait version. Lets stick to Portrait for this first document  2. See the spec in eDocs for the docStrips which we need to create new from scratch HYPERLINK ""edient:Command=ShowStorageDoc&BusinessEntityPK=ba9a6f9e-388b-4730-aa83-28b8e438efc2&StorageDocPK=00a8dca6-2600-457d-9c40-7e5d0040ec2c&Domain=wtg.zone&Instance=ediProd&Hash=%2bs0CvQZO7O%2fx%2bX%2bwVJjnurxM2OdwrY7nC"" ASL 01-Sep-25 10:47: File WI00917525_Identify Requirements Design Document.xlsx (High Level Design)  3. a Container Load List (CLL) in AOM must be connected to a Consol, therefore the Container information will be pulled from the Consol to the CLL  4. The Load Sequence of the Cargo within the Container is found when CLL has a status of PLC, SHP or CNV. Select Container Load List > Select lines & edit quantities > When you click on the relevant container number, you can view the load sequence.  5. Right now, this document is one per Container.",,,,,IOM [UPS MVP],From a CLL record I can create a container manifest Document
WI00893542,CLS,[HS-Prio] CWNext - Release Notes,07-04-2025 6:09,Documentation,CLS,12-05-2025,Publish update note,DEP,NULL,"https://wisetechglobal.sharepoint.com/SiteCollectionDocuments/Forms/AllItems.aspx?id=%2FSiteCollectionDocuments%2FShared%20Documents%2FProduct%20and%20Development%20Curated%20Content%2FInternal%20%2D%20Update%20Note%20%28UN%29%20Guide%2Epdf&parent=%2FSiteCollectionDocuments%2FShared%20Documents%2FProduct%20and%20Development%20Curated%20Content    LNS 28-Apr-25 15:16 GMT+10:00:   HYPERLINK ""https://wisetechglobal-my.sharepoint.com/:w:/r/personal/leonam_santos_wisetechglobal_com/Documents/Documents/temp/CargoWiseNext%20-%20Update%20Note.docx?d=w628ea6b60f874966ac5c0cbaaa98ad3e&csf=1&web=1&e=2RZ7Ga"" CargoWiseNext - Update Note.docx    LNS 20-May-25 12:21 GMT+10:00:  HYPERLINK ""edient:Command=ShowStorageDoc&BusinessEntityPK=9a47b947-8f3a-46aa-bf03-55b9d4de8c7e&StorageDocPK=ed514473-1ac0-4b15-83af-87b96fd0cf65&Domain=wtg.zone&Instance=ediProd&Hash=%2bQLUgOfiwOICY%2bpFdjfYh8jdBSdLWLGfm"" LNS 20-May-25 12:21:  File CargoWiseNext - Update Note[3].docx (Update Notes)  ",minor,Documentation or update note only,,,[HS,Prio] CWNext - Release Notes
WI00893542,CLS,[HS-Prio] CWNext - Release Notes,07-04-2025 6:09,Documentation,CLS,06-05-2025,Publish update note,DEP,NULL,"https://wisetechglobal.sharepoint.com/SiteCollectionDocuments/Forms/AllItems.aspx?id=%2FSiteCollectionDocuments%2FShared%20Documents%2FProduct%20and%20Development%20Curated%20Content%2FInternal%20%2D%20Update%20Note%20%28UN%29%20Guide%2Epdf&parent=%2FSiteCollectionDocuments%2FShared%20Documents%2FProduct%20and%20Development%20Curated%20Content    LNS 28-Apr-25 15:16 GMT+10:00:   HYPERLINK ""https://wisetechglobal-my.sharepoint.com/:w:/r/personal/leonam_santos_wisetechglobal_com/Documents/Documents/temp/CargoWiseNext%20-%20Update%20Note.docx?d=w628ea6b60f874966ac5c0cbaaa98ad3e&csf=1&web=1&e=2RZ7Ga"" CargoWiseNext - Update Note.docx    LNS 20-May-25 12:21 GMT+10:00:  HYPERLINK ""edient:Command=ShowStorageDoc&BusinessEntityPK=9a47b947-8f3a-46aa-bf03-55b9d4de8c7e&StorageDocPK=ed514473-1ac0-4b15-83af-87b96fd0cf65&Domain=wtg.zone&Instance=ediProd&Hash=%2bQLUgOfiwOICY%2bpFdjfYh8jdBSdLWLGfm"" LNS 20-May-25 12:21:  File CargoWiseNext - Update Note[3].docx (Update Notes)  ",minor,Documentation or update note only,,,[HS,Prio] CWNext - Release Notes
WI00893542,CLS,[HS-Prio] CWNext - Release Notes,07-04-2025 6:09,Documentation,CLS,23-06-2025,Publish update note,DEP,NULL,"https://wisetechglobal.sharepoint.com/SiteCollectionDocuments/Forms/AllItems.aspx?id=%2FSiteCollectionDocuments%2FShared%20Documents%2FProduct%20and%20Development%20Curated%20Content%2FInternal%20%2D%20Update%20Note%20%28UN%29%20Guide%2Epdf&parent=%2FSiteCollectionDocuments%2FShared%20Documents%2FProduct%20and%20Development%20Curated%20Content    LNS 28-Apr-25 15:16 GMT+10:00:   HYPERLINK ""https://wisetechglobal-my.sharepoint.com/:w:/r/personal/leonam_santos_wisetechglobal_com/Documents/Documents/temp/CargoWiseNext%20-%20Update%20Note.docx?d=w628ea6b60f874966ac5c0cbaaa98ad3e&csf=1&web=1&e=2RZ7Ga"" CargoWiseNext - Update Note.docx    LNS 20-May-25 12:21 GMT+10:00:  HYPERLINK ""edient:Command=ShowStorageDoc&BusinessEntityPK=9a47b947-8f3a-46aa-bf03-55b9d4de8c7e&StorageDocPK=ed514473-1ac0-4b15-83af-87b96fd0cf65&Domain=wtg.zone&Instance=ediProd&Hash=%2bQLUgOfiwOICY%2bpFdjfYh8jdBSdLWLGfm"" LNS 20-May-25 12:21:  File CargoWiseNext - Update Note[3].docx (Update Notes)  ",minor,Documentation or update note only,,,[HS,Prio] CWNext - Release Notes
WI00823839,CLS,Validate matching communication mode on demand instead at every save,30-10-2024 23:18,Publish,CLS,07-03-2025,Publish Update Note,DEP,NULL,"NFR 31-Oct-24 10:09 GMT+11:00:   Background:  Performance issues reported by DSV - HYPERLINK ""edient:Command=ShowEditForm&ControllerID=SupportIncident&BusinessEntityPK=292637f5-4353-4f59-80d7-798edd262e7c&VersionNumber=24.10.31.343&Domain=wtg.zone&Instance=ediProd&Hash=%2b11SrAsfkblraoT102BUc2lHkvSPuBGDr"" CS01727125 - DSVHHS - Save action on ASM takes long  Analysis shows the validation for communication modes is a major contributor for the total save time for large ASM shipments    DHL also reported in the past where a Registry was provided as a workaround - HYPERLINK ""edient:Command=ShowEditForm&ControllerID=WorkItem&BusinessEntityPK=4912efa2-d7dc-47b6-bbb6-d2292a265fd6&VersionNumber=24.10.31.343&Domain=wtg.zone&Instance=ediProd&Hash=%2bhsKWSjo%2fagxFuTde3XCPBnoomwpIS79h"" WI00443904 - Quick fix: Toggle for validation warning on X* trigger actions  ""Registry > Workflow Manager > Trigger Action Communication Mode Validation"".    Done:  The validation check for matching communication mode at every Save do not make sense and will be discontinued.  Introduce an option on job ""Actions > Validate communication mode"".  This will then show the warning on all trigger actions which fails the validation.      AO 06-Nov-24 10:33 GMT+11:00:   DBD:  A simple change could be to override RunPreSaveValidationCore to not call ValidateAll- instead it can just call another private method.  CheckPQ_Calc_TriggerParty    DBD: https://devops.wisetechglobal.com/wtg/CargoWise/_git/Dev/pullrequest/286374      ",,,,,Validate matching communication mode on demand instead at every save,
WI00949886,WRK,Tighten up MS365 OAuth 2.0 Token Registry validation,13-08-2025 1:49,Publish,CLS,17-10-2025,Publish Update Note,DEP,NULL,"Done  Both the Physical Server > Mail > OAuth 2.0 > Microsoft 365 > Incoming > OAuth 2.0 Access Token for Incoming and Physical Server > Mail > OAuth 2.0 > Microsoft 365 > Outgoing > OAuth 2.0 Access Token for Outgoing Registry settings have validation to prevent tokens acquired with an incorrect email account.    Problem Description  When an OAuth 2.0 token is acquired with an incorrect email account, this can lead to issues, mostly with Inbound mail however there might be some edge cases with Outbound mail.  Inbound - If token is granted with the credentials of another email account other than the system email account, it can lead to downloading email from that inbox and not from the system email inbox.  Outbound - Emails might be sent from the incorrect mailbox and can cause issues with the From sender with insufficient Send As permissions.  And other potential problems    BEE 25-Sep-25 16:36 GMT+10:00:   Confirmed with Craig that the Incoming should validate against the MailboxUserName and the outgoing should validate against the SMTPUserName    BEE 13-Oct-25 15:12 GMT+11:00:   Confirmed with Craig that if Username is empty/blank, then need to also raise a validation error with a message to indicate that it needs a value    BEE 14-Oct-25 14:18 GMT+11:00:   Confirmed with Craig that validation needs to be also done on Incoming/Outgoing usernames for the case when a Token is already present (and saved) and the user updates the Username. Require that the token be empty or matches the Token username. This will be done in a different workflow to the ms365token validation",minor,Validation or mapping tweak,,,Tighten up MS365 OAuth 2.0 Token Registry validation,
WI00909521,CLS,Mobility: Update Staging Portal Device List,15-05-2025 3:53,Publish,CLS,29-05-2025,Publish Update Note,DEP,NULL,"AYZ 19-May-25 15:58 GMT+10:00:   Seems like MC9400 is already called that way on the portal.    CS6 15-May-25 13:51 GMT+10:00:   On the staging portal > under the Device Model Selection,   1. Update the Device Model Name from 'MC94' to 'MC9400'  2. Add MC9450 to the Device Model list (Same behaviour as MC9400)",,,Mobility,Mobility,Update Staging Portal Device List,
WI00946604,CLS,DE IPR - Serial Number on IPR Suppl. Declaration - add new rule code for Auth.,05-08-2025 6:56,Publish REQ001-REQ002,CLS,18-08-2025,Publish Update Note,DEP,NULL,"CFX 05-Aug-25 08:55 GMT+02:00:     Done Statement:  The serial number is transmitted to customs in the supplementary declaration IPR instead of the Product Code.    Specification:  HYPERLINK ""https://wisetechglobal.sharepoint.com/:w:/s/DevelopmentCustomsTeam/ESA1ZaWRj_FNlAfks-4B3UcBZPwJMa9k9f38pzb9i-Jfhw?e=HzQJy6"" WI00946604 – DE IPR - Serial Number on IPR Suppl. Declaration - add new rule code for Auth.docx  ",,,,,DE IPR,Serial Number on IPR Suppl. Declaration - add new rule code for Auth.
WI00910137,CLS,Chad (TD) VAT rate change from Jan 2024,16-05-2025 4:53,Publish,CLS,12-06-2025,Publish Update Note,DEP,NULL,"Background:  2024 Finance Act is passed on 28 Dec 2023. It includes changes regarding VAT rates:    1. The standard Value Added Tax rate is cut from 18% to 17.5% from 1 January 2024.  2. An additional centime to finance provinces and municipalities is introduced with a rate of 10%. This additional 10% centime applies to VAT thus bringing the final effective Standard Rate to 19.25% (17.5% x 1.1%)  for all taxable transactions and 9.9% (9% x 1.1%) for reduced rates products.    This results in an effective rate of 19.25% for the Standard VAT and 9.9% for Reduced Rate VAT    FLN 16-May-25 15:00 GMT+10:00: Due to timing issue also there has been very little news coverage and customer incidents about this change, we missed the change in 2024. There are two customers in Chad. One (Geodis) informed us about this change in May 2025.    Change Required:  • Product: Set end date on STD rate 18% as 31 December 2023  • Add new rate for STD 19.25% with start date 1 January 2024    References:  Facture Electronique Normalisee - government e-Invoice reporting portal:  https://fen.finances.gouv.td/  The guide was published in mid 2024 and confirms the standard vat rate is 19.25% and does not need dissection into it's national/city components    Chad tax office website is: https://dgi.td/  Within that website there is an official link to the Facturation Electronique Normalisee (FEN) portal pages",major,Tax/VAT or compliance regime change,,,Chad (TD) VAT rate change from Jan 2024,
WI00852045,CLS,AC Ph2 - Airline Returned Chargeable Weight Display,09-01-2025 3:15,Publish UPN,CLS,02-05-2025,Publish Update Note,DEP,NULL,"SNF 18-Mar-25 10:19 GMT+11:00:     Updated Done Statement:    • AirlineConnect shows Airline Chargeable Weight in Offer Response,Summary and PDF if returned by an airline during the offer request stages  • The amendment screen alos feature the Airline Chargeable Weight section within the 'Additional Information'  • If the chargeable weight returned by the airline differs to the calculated weight, a esclamation mark is placed next to the weight  • A message is dispalyed when user hovers over the icon: The airline's chargeable weight differs from the consol-calculated value, with the airline’s figure used for per unit cost calculations.  • The per unit calulation uses the airline returned chargeable weightif different to the calculated consol chargeable weight       SNF 09-Jan-25 14:05 GMT+11:00:     Done statement:    • ABE to return chargeable weight and unit rate as and if provided by the airline in teh offers response/booking response in AirlineConnect  •  If returned during offer response, disaply in AC UI under Additional Information and booking summary PDF  • If airline chargeable weight was returned and differs to calculate weight, the amendment screen will show both chargeable weights (in form of esclamation mark with hover display)       ",,,,,AC Ph2,Airline Returned Chargeable Weight Display
WI00882448,CLS,"EU ICS2 - R3 - Allow multiple submission of F15, F16 and F17",12-03-2025 13:40,Publish UPN,CLS,26-08-2025,Publish Update Note,DEP,NULL,"OBR 18-Mar-25 13:40 GMT+01:00:     Done:  User can send multiple F15, F16 and F17 messages for one Manifest based on Bill level.    SPE:  HYPERLINK ""https://wisetechglobal.sharepoint.com/:w:/s/DevelopmentCustomsTeam/EQQn05sV1F9BjSsFpOR86RQB7c6ayYjmhAy7ZFkzdzAwxw?e=QsV1OX"" WI00882448 – SPE     Update Note:  https://wisetechglobal.sharepoint.com/:w:/s/DevelopmentCustomsTeam/EQSyB6q5GVtIq-Xcrtf0ozIBzpfefMUDE6hVVmP_txpEZA?e=9yacAo        AA8 21-Mar-25 14:01 GMT+01:00:   @devs - do not check-in PRs separately. When all are completed - they will be combined into one and checked in together.    KCH 25-Mar-25 12:30 GMT+01:00:   Please add approved PR URLs here for merging them in the end:  REQ 1: https://devops.wisetechglobal.com/wtg/CargoWise/_git/Dev/pullrequest/321373  REQ 2: https://devops.wisetechglobal.com/wtg/CargoWise/_git/Dev/pullrequest/321442  REQ 3:  REQ 4:  REQ 5,6:  REQ 7,8,9,10:  REQ 11:  REQ 12:  REQ 13:  REQ 14:    AA8 31-Mar-25 17:00 GMT+02:00:     Note for developers:    For this WI we do not checkin workflows separately.  So we will work not on a master branch, but on branch DE/WI00882448-combined.    Please base your branch on DE/WI00882448-combined  Please create your pull request with target branch DE/WI00882448-combined instead of master.    When your code will be approved - we will complete your PR into DE/WI00882448-combined branch.    After all coding workflows will be completed - we will complete the combined branch.  For each branch we will create ""fake"" closed CH0 tasks so the code completion will count for developer statistics.    KCH 25-Jul-25 15:57 GMT+02:00:   LRN issue  During FunctionalReview we recognized that sending multiple filing messages doesn't work properly. Once we create more than 1 LRN (starting from 2nd filing message) it will populate correct new LRN into the outgoing Message, but deletes the CusEntryNum record during UCP Service task afterwards. Once the MessagePacker saves the factory it calls the following method:   DeleteCustomsNumbersNoLongerApplicable() in D:\GitHub\WiseTechGlobal\CargoWise\Enterprise\Product\Operations\Customs\ASYCUDA\Business\BusinessObjects\AsycudaBill\AsycudaBillCountry.cs.  This actually deletes newly created LRN EntryNum.              ",major,New or updated regulatory framework,,,EU ICS2,"R3 - Allow multiple submission of F15, F16 and F17"
WI00836450,CLS,"[UXML] Add and Apply ""Remove Empty XML Elements"" Settings on EDI Message Profile",28-11-2024 4:33,Publish,CLS,28-02-2025,Publish Update Note,DEP,NULL,"AR7 28-Nov-24 15:30 GMT+11:00:   Most of the work for this has already been done on the pull request of HYPERLINK ""edient:Command=ShowEditForm&ControllerID=WorkItem&BusinessEntityPK=8fc46ec1-9cd1-4bfb-846e-621d4075ae41&VersionNumber=24.11.28.88&Domain=wtg.zone&Instance=ediProd&Hash=%2bDjIt1zemOdiZu9VWXA6N2jackFC6chmz"" WI00799516 - XUS extracted from Brokerage tab.  We just want to extract the part related to this setting and and also connect it to the work done in HYPERLINK ""edient:Command=ShowEditForm&ControllerID=WorkItem&BusinessEntityPK=6c7bfaea-13b0-4871-976c-1c930f472682&VersionNumber=24.11.28.88&Domain=wtg.zone&Instance=ediProd&Hash=%2b7owT5lg%2b0rYTr%2f%2fxuIC7fKcSVdXQEcRl"" WI00817450 - UXML Ability to exclude empty elements    XC 09-Dec-24 16:31 GMT+11:00:  HYPERLINK ""edient:Command=ShowStorageDoc&BusinessEntityPK=818c8948-0981-4c76-888a-a2dfefda12e3&StorageDocPK=9ef2b611-a29a-4c8c-89ef-3c4982ee51a0&Hash=%2bCYIct%2fiUiHj1TsdpKu7ycJFuY9Lnlqw1&Domain=wtg.zone&Instance=ediProd"" CargoWiseUpdateNote WI00836450 XC.docx.  Additional Settings tab should allow for adding more sub tabs in the future.  When select Additional Settings -> Empty Collections and Elements tab, there should be no grid populated.",minor,Minor tweak to existing behaviour,,,"[UXML] Add and Apply ""Remove Empty XML Elements"" Settings on EDI Message Profile",
WI00878389,CLS,"Build Flags: Disable net8, Winzor and reference string compilation",05-03-2025 5:21,Publish,CLS,14-04-2025,Publish Update Note,DEP,NULL,"BAH 05-Mar-25 16:00 GMT+11:00:  For the items below please reference the changes in the https://devops.wisetechglobal.com/wtg/CargoWise/_git/Dev/pullrequest/310302?_a=files&path=%2Fsetup.cmd POC    Create a feature toggle in the CargoWise Build.xml for:  * 'Enable CargoWise Web' - if false disable the CargoWise Web build  * 'Enable .NET 8' - if false disable the compilation of all projects targeting .Net 8  * 'Enable Resource String Compilation' - if false do not compile resource strings    BAH 21-Mar-25 11:21 GMT+11:00:   Updated design:   - Create a BuildFlags.props file, ignored by git, setting the build flag values   - Include this in Directory.Build.props   - Use powershell to access these values when running command line actions    BAH 25-Mar-25 14:48 GMT+11:00:   Final design https://devops.wisetechglobal.com/wtg/CargoWise/_wiki/wikis/CargoWise.wiki/16411/Build-Flags-Project",,,Build Flags,Build Flags,"Disable net8, Winzor and reference string compilation",
